deal_id,sub_code,deal_name,status,fy,period,company,instrument_type,underlying,psl_npsl,investor_name,trustee_ar,trustee,ratio,borrowing_date,payout_date,mclr_linked_or_fixed,mclr_on_deal_date,spread,deal_roi,servicing_fee_pct,net_roi,no_of_pool_contracts,amount_securitised_deal_date,purchase_consideration_deal_date,rating,loss_estimation_rating,first_loss_facility_pct,overcollateral_pct,tranche,credit_enhancement_type,credit_enhancement_initial_amount,mrr_percent,stated_tenor_months,underlying_seasoning_months,true_sale_criteria_met,true_sale_assumption_note,processing_fees_paid,documentation_charges,external_ca_fees,legal_documentation_fees,rating_fees,trustee_fees_pa,arranger_fees
D0268,,Central-LAP-D0268,Active,FY26,FY26 Q2,IIFL Finance Limited,PTC,LAP,PSL,Central Bank of India,IDBI Trusteeship,Catalyst Trusteeship,0.8632,2025-07-03,2025-08-03,MCLR Linked,10.42,2.0,12.42,0.5575,10.9296,9712,259.3,241.95,AA+(SO),AA+(SO),0.0,0.0691,Senior,Overcollateralization,17.92,0.05,42,14,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.26,0.37,0.48,0.5,0.45,0.14,0.65
D0269,,South-BL-D0269,Closed,FY25,FY25 Q3,IIFL Finance Limited,DA,BL,NPSL,South Indian Bank,Axis Trustee,Vistra ITCL,0.9408,2024-11-08,2024-12-08,MCLR Linked,8.64,2.52,11.16,0.6511,10.4752,9693,116.94,109.79,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,12,13,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.12,0.17,0.2,0.17,0.2,0.06,0.29
D0270,,IDBI-MFI-D0270,Active,FY25,FY25 Q4,IIFL Finance Limited,PTC,MFI,NPSL,IDBI Bank,Axis Trustee,IDBI Trusteeship,0.9034,2025-03-24,2025-04-24,Fixed,9.14,2.24,11.38,0.7305,10.7522,3985,85.36,80.83,AAA(SO),AAA(SO),0.0,0.0,Senior,None,0.0,0.1,15,4,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.09,0.08,0.21,0.2,0.29,0.11,0.21
D0271,,Central-MFI-D0271,Closed,FY25,FY25 Q2,IIFL Finance Limited,DA,MFI,PSL,Central Bank of India,Axis Trustee,Axis Trustee,0.9062,2024-07-14,2024-08-14,MCLR Linked,7.53,3.36,10.89,1.0854,9.7828,4724,70.92,66.61,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.1,23,10,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.07,0.05,0.07,0.13,0.21,0.04,0.18
D0272,,RBL-BL-D0272,Active,FY25,FY25 Q3,IIFL Finance Limited,DA,BL,PSL,RBL Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.9149,2024-12-10,2025-01-10,MCLR Linked,8.29,2.04,10.33,1.449,8.8578,8305,72.32,66.77,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,24,6,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.07,0.06,0.21,0.17,0.16,0.05,0.18
D0273,,Punjab-MFI-D0273,Active,FY25,FY25 Q1,IIFL Finance Limited,DA,MFI,PSL,Punjab and Sind Bank,Vistra ITCL,Vistra ITCL,0.8704,2024-04-27,2024-05-27,Fixed,10.23,2.06,12.29,1.4447,10.9318,19612,340.49,326.06,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,22,11,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.34,0.3,0.64,0.71,0.88,0.22,0.85
D0274,,Central-Gold-D0274,Active,FY25,FY25 Q2,IIFL Finance Limited,DA,Gold,PSL,Central Bank of India,IDBI Trusteeship,Catalyst Trusteeship,0.9103,2024-09-27,2024-10-27,MCLR Linked,7.37,2.48,9.85,1.0668,9.3293,5838,231.93,213.72,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,9,13,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.23,0.31,0.59,0.46,0.37,0.17,0.58
D0275,,Bank-MFI-D0275,Active,FY26,FY26 Q3,IIFL Finance Limited,PTC,MFI,PSL,Bank of Maharashtra,Vistra ITCL,Catalyst Trusteeship,0.9012,2025-11-01,2025-12-01,MCLR Linked,11.05,1.52,12.57,1.7547,11.9282,23681,20.57,19.37,Unrated,Unrated,0.0,0.0111,Subordinate,Overcollateralization,0.23,0.05,16,4,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.02,0.03,0.02,0.03,0.04,0.02,0.05
D0276,,Federal-HCF-D0276,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,HCF,NPSL,Federal Bank,IDBI Trusteeship,Vistra ITCL,0.9125,2026-02-27,2026-03-27,MCLR Linked,10.58,2.48,13.06,0.9305,11.6846,9734,90.22,89.04,AAA(SO),AAA(SO),0.0,0.0,Senior,None,0.0,0.05,57,14,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.09,0.07,0.18,0.14,0.2,0.13,0.23
D0277,,AU-Gold-D0277,Active,FY25,FY25 Q2,IIFL Finance Limited,PTC,Gold,PSL,AU Small Finance Bank,IDBI Trusteeship,Axis Trustee,0.8919,2024-08-25,2024-09-25,Fixed,8.16,2.28,10.44,1.2457,9.4062,14506,287.91,267.16,AAA(SO),AAA(SO),0.0,0.0,Senior,Cash Collateral,19.69,0.05,9,9,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.29,0.3,0.76,0.45,0.85,0.27,0.72
D0278,,Aditya-HCF-D0278,Active,FY25,FY25 Q1,IIFL Finance Limited,PTC,HCF,PSL,Aditya Birla Capital Limited,Axis Trustee,Catalyst Trusteeship,0.9196,2024-04-07,2024-05-07,MCLR Linked,6.46,2.62,9.08,1.1371,8.5259,11947,323.5,298.97,AA+(SO),AA+(SO),0.0,0.0,Senior,Cash Collateral,23.52,0.1,61,6,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.32,0.2,0.7,0.55,0.97,0.21,0.81
D0279,,Bank-MFI-D0279,Active,FY25,FY25 Q1,IIFL Finance Limited,PTC,MFI,PSL,Bank of Maharashtra,Catalyst Trusteeship,Axis Trustee,0.9333,2024-06-01,2024-07-01,MCLR Linked,10.86,1.8,12.66,1.5199,11.284,17783,172.37,160.27,A+(SO),A+(SO),0.0,0.024,Senior,Overcollateralization,4.14,0.1,13,13,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.17,0.18,0.46,0.41,0.47,0.21,0.43
D0280,,South-SME-D0280,Active,FY26,FY26 Q2,IIFL Finance Limited,DA,SME,NPSL,South Indian Bank,IDBI Trusteeship,Catalyst Trusteeship,0.9303,2025-08-13,2025-09-13,MCLR Linked,11.65,1.75,13.4,1.47,12.7053,13354,149.13,137.78,Unrated,Unrated,0.0,0.0,,None,0.0,0.1,46,11,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.15,0.09,0.17,0.28,0.54,0.08,0.37
D0281,,UCO-SME-D0281,Closed,FY25,FY25 Q3,IIFL Finance Limited,DA,SME,NPSL,UCO Bank,Vistra ITCL,Axis Trustee,0.9,2024-10-20,2024-11-20,MCLR Linked,11.21,1.88,13.09,0.9717,12.1994,9320,228.86,211.07,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.05,25,7,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.23,0.2,0.29,0.46,0.53,0.32,0.57
D0282,,Bandhan-BL-D0282,Active,FY25,FY25 Q1,IIFL Finance Limited,PTC,BL,NPSL,Bandhan Bank,IDBI Trusteeship,Vistra ITCL,0.8791,2024-04-19,2024-05-19,MCLR Linked,7.91,3.24,11.15,1.4352,9.7099,15675,20.38,19.68,AA+(SO),AA+(SO),0.0371,0.0,Subordinate,First Loss Guarantee,0.76,0.05,23,11,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.02,0.01,0.05,0.04,0.04,0.03,0.05
D0283,,Indian-SME-D0283,Active,FY26,FY26 Q2,IIFL Finance Limited,PTC,SME,NPSL,Indian Overseas Bank,IDBI Trusteeship,Catalyst Trusteeship,0.9472,2025-07-04,2025-08-04,Fixed,10.83,1.79,12.62,1.2324,11.7565,3356,4.88,4.59,AA+(SO),AA+(SO),0.0,0.0364,Subordinate,Overcollateralization,0.18,0.05,48,13,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.0,0.0,0.01,0.01,0.02,0.0,0.01
D0284,,Aditya-MFI-D0284,Active,FY26,FY26 Q2,IIFL Finance Limited,DA,MFI,NPSL,Aditya Birla Capital Limited,Axis Trustee,Catalyst Trusteeship,0.8849,2025-08-15,2025-09-15,MCLR Linked,6.93,3.25,10.18,1.2027,9.1449,24782,222.91,215.12,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,18,9,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.22,0.29,0.27,0.28,0.39,0.33,0.56
D0285,,Karur-LAP-D0285,Closed,FY25,FY25 Q1,IIFL Finance Limited,DA,LAP,NPSL,Karur Vysya Bank,IDBI Trusteeship,Catalyst Trusteeship,0.8711,2024-06-11,2024-07-11,Fixed,9.79,1.93,11.72,0.5344,10.4614,18361,53.3,50.73,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,60,18,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.05,0.05,0.08,0.07,0.1,0.04,0.13
D0286,,AU-MFI-D0286,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,MFI,PSL,AU Small Finance Bank,IDBI Trusteeship,Catalyst Trusteeship,0.9223,2025-05-17,2025-06-17,MCLR Linked,6.67,3.29,9.96,1.3677,9.3154,14542,293.23,271.67,AA+(SO),AA+(SO),0.0,0.0,Senior,None,0.0,0.05,24,14,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.29,0.34,0.78,0.62,1.04,0.36,0.73
D0287,,Central-SME-D0287,Active,FY26,FY26 Q2,IIFL Finance Limited,PTC,SME,PSL,Central Bank of India,Vistra ITCL,IDBI Trusteeship,0.9452,2025-07-28,2025-08-28,Fixed,7.34,3.08,10.42,1.9576,9.3432,15263,103.04,100.01,A+(SO),A+(SO),0.0,0.0686,Senior,Overcollateralization,7.07,0.05,30,14,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.1,0.05,0.27,0.11,0.39,0.1,0.26
D0288,,Central-HCF-D0288,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,HCF,PSL,Central Bank of India,Catalyst Trusteeship,Catalyst Trusteeship,0.915,2025-06-14,2025-07-14,Fixed,8.65,2.2,10.85,1.4244,9.9387,4215,190.26,185.23,AA(SO),AA(SO),0.0,0.0367,Senior,Overcollateralization,6.98,0.05,75,17,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.19,0.19,0.48,0.45,0.33,0.18,0.48
D0289,,South-HCF-D0289,Active,FY25,FY25 Q3,IIFL Finance Limited,PTC,HCF,PSL,South Indian Bank,Axis Trustee,Catalyst Trusteeship,0.8516,2024-10-08,2024-11-08,Fixed,9.75,1.73,11.48,0.7301,10.6056,15702,333.43,314.94,A+(SO),A+(SO),0.0,0.0656,Senior,Overcollateralization,21.87,0.05,64,18,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.33,0.44,0.88,0.63,0.78,0.49,0.83
D0290,,UCO-SME-D0290,Active,FY25,FY25 Q3,IIFL Finance Limited,DA,SME,NPSL,UCO Bank,IDBI Trusteeship,Vistra ITCL,0.8704,2024-10-20,2024-11-20,Fixed,9.63,3.1,12.73,0.6399,11.7926,24358,58.17,56.11,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,46,14,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.06,0.07,0.13,0.06,0.19,0.08,0.15
D0291,,Federal-BL-D0291,Active,FY26,FY26 Q4,IIFL Samasta Finance,PTC,BL,PSL,Federal Bank,Axis Trustee,Catalyst Trusteeship,0.8607,2026-03-05,2026-04-05,Fixed,10.66,2.77,13.43,0.9237,12.0354,7766,77.5,74.84,AA+(SO),AA+(SO),0.0567,0.0,Senior,First Loss Guarantee,4.39,0.05,12,5,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.08,0.05,0.15,0.12,0.28,0.07,0.19
D0292,,Federal-Gold-D0292,Active,FY26,FY26 Q3,IIFL Finance Limited,DA,Gold,NPSL,Federal Bank,Catalyst Trusteeship,IDBI Trusteeship,0.9022,2025-12-03,2026-01-03,Fixed,7.61,2.34,9.95,0.8818,9.3284,5779,227.24,216.23,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,12,8,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.23,0.25,0.47,0.4,0.77,0.16,0.57
D0293,,Karur-Gold-D0293,Closed,FY25,FY25 Q2,IIFL Samasta Finance,DA,Gold,NPSL,Karur Vysya Bank,Axis Trustee,Catalyst Trusteeship,0.9084,2024-08-08,2024-09-08,Fixed,10.36,1.75,12.11,1.6497,11.2984,11921,176.33,173.99,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,10,0,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.18,0.23,0.51,0.31,0.65,0.16,0.44
D0294,,Indian-MFI-D0294,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,MFI,NPSL,Indian Overseas Bank,IDBI Trusteeship,Vistra ITCL,0.8745,2025-04-14,2025-05-14,MCLR Linked,7.69,2.21,9.9,0.8228,9.0283,17256,165.55,162.61,Unrated,Unrated,0.0,0.0,,None,0.0,0.1,20,3,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.17,0.11,0.27,0.17,0.53,0.2,0.41
D0295,,Indian-LAP-D0295,Closed,FY25,FY25 Q3,IIFL Finance Limited,PTC,LAP,PSL,Indian Overseas Bank,Vistra ITCL,Axis Trustee,0.8619,2024-11-18,2024-12-18,MCLR Linked,8.36,1.92,10.28,1.1792,9.1786,20419,49.48,46.48,AAA(SO),AAA(SO),0.0,0.0646,Senior,Overcollateralization,3.2,0.1,56,6,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.05,0.05,0.07,0.05,0.08,0.06,0.12
D0296,,South-LAP-D0296,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,LAP,NPSL,South Indian Bank,Catalyst Trusteeship,Vistra ITCL,0.9438,2025-04-02,2025-05-02,MCLR Linked,9.69,3.34,13.03,0.6541,12.306,15897,128.03,117.93,AA(SO),AA(SO),0.0386,0.0,Senior,First Loss Guarantee,4.94,0.05,56,6,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.13,0.17,0.16,0.32,0.47,0.16,0.32
D0297,,Aditya-SME-D0297,Active,FY27,FY27 Q1,IIFL Finance Limited,PTC,SME,NPSL,Aditya Birla Capital Limited,IDBI Trusteeship,Axis Trustee,0.9137,2026-05-12,2026-06-12,MCLR Linked,10.09,2.58,12.67,1.5024,11.6482,9009,2.8,2.64,AAA(SO),AAA(SO),0.0,0.0034,Subordinate,Overcollateralization,0.01,0.1,29,4,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.0,0.0,0.01,0.0,0.01,0.0,0.01
D0298,,Aditya-SME-D0298,Closed,FY25,FY25 Q4,IIFL Finance Limited,DA,SME,NPSL,Aditya Birla Capital Limited,Axis Trustee,IDBI Trusteeship,0.9348,2025-01-23,2025-02-23,MCLR Linked,8.26,3.25,11.51,0.6585,10.8799,16707,247.81,229.29,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,39,9,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.25,0.35,0.44,0.42,0.76,0.17,0.62
D0299,,Aditya-SME-D0299,Closed,FY25,FY25 Q2,IIFL Finance Limited,DA,SME,NPSL,Aditya Birla Capital Limited,Axis Trustee,IDBI Trusteeship,0.8651,2024-09-22,2024-10-22,MCLR Linked,10.11,2.8,12.91,1.2533,11.9021,4111,169.42,157.14,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,40,10,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.17,0.09,0.26,0.19,0.53,0.21,0.42
D0300,,South-SME-D0300,Closed,FY25,FY25 Q2,IIFL Finance Limited,DA,SME,NPSL,South Indian Bank,Axis Trustee,Catalyst Trusteeship,0.872,2024-09-20,2024-10-20,MCLR Linked,9.19,2.54,11.73,1.7361,10.5383,4139,243.19,234.74,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.05,41,9,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.24,0.24,0.33,0.32,0.75,0.29,0.61
